50.26662388	52.33174011	51.07624181	50.82743801	52.32537019	48.51729886	49.44878063
51.77223593	49.53119803	51.95248873	51.44849669	51.74262538	50.38047387	52.69049815
53.18570391	56.43893887	52.87530709	54.44756104	55.55362887	53.24576105	52.6759077
54.85474575	58.14614138	54.31114415	55.80330855	55.34988303	57.25783918	55.29522235
56.51460131	57.43536585	58.78464466	60.05188658	55.63472639	59.70450393	58.98971127
57.95605851	61.01101625	60.24718227	58.63375534	58.16783819	62.39546958	61.96333635
59.50722151	59.98288427	62.96301217	60.7991987	59.98702419	63.62117448	59.61121737
63.47909667	64.82243585	62.19915928	63.99994855	64.55130075	64.38130346	64.83787122
66.26503898	65.78985655	68.23782726	64.75818438	66.18540669	67.9356995	67.56146517
67.00441608	69.20607493	68.91853978	70.0358315	67.95775008	69.12020975	65.63657836
68.4270024	69.89275261	67.78002919	68.72330644	67.64920421	68.89116683	71.20610717
69.64716585	73.23515223	73.48664089	73.35677208	72.91525629	71.78869783	72.85800801
72.87246342	71.5533098	76.11214904	73.47238757	73.37492162	76.16183284	76.41698978
73.5199252	74.31325526	76.53656115	76.6237155	77.56654903	77.13467997	75.7485771
77.24199617	79.83236379	79.70141907	78.69327651	77.72524863	75.72343778	75.93906601
81.70100371	80.62387058	78.08962199	79.23415318	79.67498733	79.10717966	77.66807983
83.61408932	81.2686016	79.99290424	81.36920446	93.0136598	83.20950881	81.64266467
82.02786355	85.66640796	85.84921717	86.21845317	82.48517111	82.92214977	84.48952836
83.70452952	84.71464536	83.58873573	86.03028655	84.50081533	83.56403445	88.43899899
90.24101066	87.46572421	86.93414571	86.30165891	89.64877639	86.6896008	89.62610961
90.02228274	91.07912111	89.10502166	91.4743171	90.32487561	91.65998874	88.80607233
91.89539832	92.49294546	94.27396129	90.63045462	92.75141925	92.74509393	90.62416538
92.76352647	92.98486111	95.3775713	94.18439753	96.02476773	95.30051931	92.45675601
93.65010297	95.85745275	97.10009044	96.04483953	97.42567987	93.65866792	97.83429813
95.7179341	98.69856676	99.68077158	95.91433781	95.76822883	95.83193784	96.51819923
98.8874507	98.29124502	99.37396626	97.77929927	101.5548065	100.8115032	100.8294798
97.70998508	100.3775286	98.76520387	99.12381662	96.05966423	98.01899108	95.56800714
93.82008339	97.45475156	94.17168273	96.15268962	96.62141585	94.98172842	96.61141882
96.09562463	94.80087025	95.4033137	92.00043644	92.34292593	95.93219057	96.10024647
94.18608193	89.57720686	93.80525566	92.47250854	93.5630346	93.61945877	92.76121708
90.56724744	91.96962421	89.73601893	88.49859483	90.75644746	90.12709699	89.27615104
89.99377879	90.13599323	86.64613247	87.72360925	89.62310012	89.52292928	85.74506637
87.95810991	86.35349626	83.74337875	84.77936173	84.16817468	86.70012795	88.01319741
85.65409587	81.66840077	86.42064182	83.17993036	86.15266296	86.35960856	83.77225501
82.93219331	81.37305791	80.8584059	81.46099884	79.52620814	82.94678314	81.41382822
81.12716512	79.26360549	78.92614181	79.69539128	79.49436201	80.18591097	81.88829671
78.94524548	79.01859341	77.66252105	79.67586656	77.74210844	76.30362182	78.9265119
75.31249959	76.33000498	78.03555063	78.19939247	77.29012224	77.34719923	77.90022458
73.11513672	72.16227894	71.79806346	74.83783869	73.47042139	74.06510581	74.46080167
72.81436988	73.58988266	72.29427268	73.10858686	70.48814976	70.17540506	73.7097239
68.98321169	72.25508054	68.20261284	68.91737452	68.59184444	71.56087625	70.42228903
68.17867676	66.35719387	70.05765876	67.32335575	88.73349435	67.70465729	68.49591228
66.84109259	67.41117795	66.23529491	67.88799438	64.04945709	65.77467634	64.15300699
65.42699511	65.73827947	61.69928173	64.70249151	64.22575142	62.16137875	62.9572929
62.57559682	62.63024303	62.67344833	61.99270952	61.456816	63.44659502	60.06634086
58.99305148	60.59018493	62.26283784	59.38701891	60.96935968	61.13807287	58.0703114
59.81526373	57.58485132	56.88144439	58.72203115	60.12455017	59.26380677	55.9028941
54.76169573	56.3795665	54.77923599	57.93330585	54.05338678	54.3681901	56.05156024
53.67041235	56.42979366	53.06021532	55.43126487	51.50896201	55.57255805	54.14920311
51.17628568	53.3804087	50.05044963	51.52241059	52.65103446	51.8660607	52.63881607
51.35828543	49.86927135	52.17054975	48.02576417	52.08659065	48.46336638	49.77785485
48.77784441	47.36915997	48.57673723	48.19301331	49.64038442	49.27204049	46.76628812
